E00ZP000000000         A07ECF-IF ZPM                 ZPM/2EFC LOGGER     00000001000000000000000000000000000000000000000000nomedosoftwarehouse                     nomedoaplicativo                        1.1.1     linha1aplicativo                          linha2aplicativo                          
E01ZP000000000         AECF-IF ZPM                 ZPM/2EFC LOGGER     01.00.01  2007071214514902300000000000000TDM000001000112200711192007111901.01.01AC1704 01.00.00
E02ZP000000000         AZPM/2EFC LOGGER     00000000000000888888888888  CONTRIBUINTE EXEMPLO S/A                AV CAMILO PESTANA 000, SÃO PAULO, SP, CEP 00000-000                                                                     2007073116285000000100000000002142866407
E12ZP000000000         AZPM/2EFC LOGGER     07000112046397000001200711192007111921510800000000155375S
E15ZP000000000         AZPM/2EFC LOGGER     070461260372020027110901769    PRODUTO 2 DO CUPOM 046126                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461260372020037110706262    PRODUTO 3 DO CUPOM 046126                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461280372030017110704657    PRODUTO 1 DO CUPOM 046128                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461280372030027111500209    PRODUTO 2 DO CUPOM 046128                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461280372030037110705307    PRODUTO 3 DO CUPOM 046128                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461290372040017110704657    PRODUTO 1 DO CUPOM 046129                                                                           0002000UN 00000620000000000000000000000000001240T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461290372040027110901770    PRODUTO 2 DO CUPOM 046129                                                                           0002000UN 00000400000000000000000000000000000800T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461290372040037111200111    PRODUTO 3 DO CUPOM 046129                                                                           0001000UN 00000180000000000000000000000000000180T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461300372050017111400121    PRODUTO 1 DO CUPOM 046130                                                                           0001000UN 00000280000000000000000000000000000280T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461320372060017110802944    PRODUTO 1 DO CUPOM 046132                                                                           0001000UN 00000370000000000000000000000000000370T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461320372060027110901769    PRODUTO 2 DO CUPOM 046132                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461320372060037110701535    PRODUTO 3 DO CUPOM 046132                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461340372070017110221035    PRODUTO 1 DO CUPOM 046134                                                                           0001000UN 00000690000000000000000000000000000690T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461340372070027111500208    PRODUTO 2 DO CUPOM 046134                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461340372070037111200103    PRODUTO 3 DO CUPOM 046134                                                                           0002000UN 00000120000000000000000000000000000240T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461340372070047111400237    PRODUTO 4 DO CUPOM 046134                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461350372080017110704657    PRODUTO 1 DO CUPOM 046135                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461350372080027111500208    PRODUTO 2 DO CUPOM 046135                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461350372080037110706252    PRODUTO 3 DO CUPOM 046135                                                                           0001000UN 00000340000000000000000000000000000340T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461370372090017110802948    PRODUTO 1 DO CUPOM 046137                                                                           0001000UN 00000270000000000000000000000000000270T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461370372090027111500209    PRODUTO 2 DO CUPOM 046137                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461370372090037110706252    PRODUTO 3 DO CUPOM 046137                                                                           0001000UN 00000340000000000000000000000000000340T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461370372090047110701535    PRODUTO 4 DO CUPOM 046137                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461390372100017110221031    PRODUTO 1 DO CUPOM 046139                                                                           0001000UN 00000690000000000000000000000000000690T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461390372100027110901769    PRODUTO 2 DO CUPOM 046139                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461390372100037110701535    PRODUTO 3 DO CUPOM 046139                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461400372110017110704657    PRODUTO 1 DO CUPOM 046140                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461400372110027110901770    PRODUTO 2 DO CUPOM 046140                                                                           0001000UN 00000400000000000000000000000000000400T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461410372120017110706270    PRODUTO 1 DO CUPOM 046141                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461410372120027110901756    PRODUTO 2 DO CUPOM 046141                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461420372130017110221035    PRODUTO 1 DO CUPOM 046142                                                                           0001000UN 00000690000000000000000000000000000690T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461420372130027110706276    PRODUTO 2 DO CUPOM 046142                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461420372130037110701535    PRODUTO 3 DO CUPOM 046142                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461420372130047111500208    PRODUTO 4 DO CUPOM 046142                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461420372130057110802948    PRODUTO 5 DO CUPOM 046142                                                                           0001000UN 00000270000000000000000000000000000270T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461440372140017110901769    PRODUTO 1 DO CUPOM 046144                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461450372150017110901769    PRODUTO 1 DO CUPOM 046145                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461450372150027110704657    PRODUTO 2 DO CUPOM 046145                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461470372160017110706282    PRODUTO 1 DO CUPOM 046147                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461470372160027111200108    PRODUTO 2 DO CUPOM 046147                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461480372170017111400237    PRODUTO 1 DO CUPOM 046148                                                                           0004000UN 00000170000000000000000000000000000680T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461500372180017110701502    PRODUTO 1 DO CUPOM 046150                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461510372190017110701502    PRODUTO 1 DO CUPOM 046151                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461520372200017110701502    PRODUTO 1 DO CUPOM 046152                                                                           0002000UN 00000160000000000000000000000000000320T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461530372210017111200353    PRODUTO 1 DO CUPOM 046153                                                                           0003000UN 00000180000000000000000000000000000540T0320  S000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461530372210027110704657    PRODUTO 2 DO CUPOM 046153                                                                           0002000UN 00000620000000000000000000000000001240T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461530372210037111500276    PRODUTO 3 DO CUPOM 046153                                                                           0002000UN 00000200000000000000000000000000000400F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461530372210047110220900    PRODUTO 4 DO CUPOM 046153                                                                           0001000UN 00000001000000000000000000000000000001T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461530372210057110701572    PRODUTO 5 DO CUPOM 046153                                                                           0001000UN 00000340000000000000000000000000000340T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461540372220017110701502    PRODUTO 1 DO CUPOM 046154                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461540372220027111400108    PRODUTO 2 DO CUPOM 046154                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461540372220037110901770    PRODUTO 3 DO CUPOM 046154                                                                           0001000UN 00000400000000000000000000000000000400T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461540372220047110704657    PRODUTO 4 DO CUPOM 046154                                                                           0001000UN 00000620000000000000000000000000000620T0320  S000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461540372220057110220900    PRODUTO 5 DO CUPOM 046154                                                                           0001000UN 00000001000000000000000000000000000001T0320  S000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461540372220067110705307    PRODUTO 6 DO CUPOM 046154                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461550372230017110705307    PRODUTO 1 DO CUPOM 046155                                                                           0003000UN 00000260000000000000000000000000000780T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461560372240017110704657    PRODUTO 1 DO CUPOM 046156                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461560372240027111500208    PRODUTO 2 DO CUPOM 046156                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461560372240037110220900    PRODUTO 3 DO CUPOM 046156                                                                           0001000UN 00000001000000000000000000000000000001T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461570372250017111400170    PRODUTO 1 DO CUPOM 046157                                                                           0002000UN 00000180000000000000000000000000000360T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461570372250027111400237    PRODUTO 2 DO CUPOM 046157                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461580372260017111500102    PRODUTO 1 DO CUPOM 046158                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461580372260027110704657    PRODUTO 2 DO CUPOM 046158                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461580372260037110705345    PRODUTO 3 DO CUPOM 046158                                                                           0001000UN 00000340000000000000000000000000000340T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461580372260047110220900    PRODUTO 4 DO CUPOM 046158                                                                           0001000UN 00000001000000000000000000000000000001T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461600372270017110701502    PRODUTO 1 DO CUPOM 046160                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461600372270027111400159    PRODUTO 2 DO CUPOM 046160                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461610372280017110701573    PRODUTO 1 DO CUPOM 046161                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461610372280027110701502    PRODUTO 2 DO CUPOM 046161                                                                           0001000UN 00000160000000000000000000000000000160T0320  S000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461610372280037111500208    PRODUTO 3 DO CUPOM 046161                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461630372290017110706263    PRODUTO 1 DO CUPOM 046163                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461630372290027110701573    PRODUTO 2 DO CUPOM 046163                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461630372290037111500208    PRODUTO 3 DO CUPOM 046163                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461650372300017110704657    PRODUTO 1 DO CUPOM 046165                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461650372300027111500221    PRODUTO 2 DO CUPOM 046165                                                                           0001000UN 00000270000000000000000000000000000270F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461660372310017110704657    PRODUTO 1 DO CUPOM 046166                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461660372310027110901770    PRODUTO 2 DO CUPOM 046166                                                                           0001000UN 00000400000000000000000000000000000400T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461660372310037111400237    PRODUTO 3 DO CUPOM 046166                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461690372320017111400268    PRODUTO 1 DO CUPOM 046169                                                                           0001000UN 00000140000000000000000000000000000140T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461700372330017110704657    PRODUTO 1 DO CUPOM 046170                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461700372330027110901769    PRODUTO 2 DO CUPOM 046170                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461700372330037111200132    PRODUTO 3 DO CUPOM 046170                                                                           0001000UN 00000150000000000000000000000000000150T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461710372340017111500282    PRODUTO 1 DO CUPOM 046171                                                                           0001000UN 00000270000000000000000000000000000270F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461710372340027110704657    PRODUTO 2 DO CUPOM 046171                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461720372350017110704657    PRODUTO 1 DO CUPOM 046172                                                                           0002000UN 00000620000000000000000000000000001240T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461720372350027110901769    PRODUTO 2 DO CUPOM 046172                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461720372350037110901756    PRODUTO 3 DO CUPOM 046172                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461720372350047111400237    PRODUTO 4 DO CUPOM 046172                                                                           0002000UN 00000170000000000000000000000000000340T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461720372350057110220900    PRODUTO 5 DO CUPOM 046172                                                                           0002000UN 00000001000000000000000000000000000002T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461720372350067111400237    PRODUTO 6 DO CUPOM 046172                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461730372360017111200108    PRODUTO 1 DO CUPOM 046173                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461730372360027110701502    PRODUTO 2 DO CUPOM 046173                                                                           0002000UN 00000160000000000000000000000000000320T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461730372360037111200103    PRODUTO 3 DO CUPOM 046173                                                                           0001000UN 00000120000000000000000000000000000120T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461740372370017111200108    PRODUTO 1 DO CUPOM 046174                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461740372370027110901770    PRODUTO 2 DO CUPOM 046174                                                                           0001000UN 00000400000000000000000000000000000400T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461740372370037110701502    PRODUTO 3 DO CUPOM 046174                                                                           0002000UN 00000160000000000000000000000000000320T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461810372380017110704657    PRODUTO 1 DO CUPOM 046181                                                                           0001000UN 00000620000000000000000000000000000620T0320  S000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461810372380027110706267    PRODUTO 2 DO CUPOM 046181                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461810372380037111500208    PRODUTO 3 DO CUPOM 046181                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461810372380047110220900    PRODUTO 4 DO CUPOM 046181                                                                           0001000UN 00000001000000000000000000000000000001T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461810372380057111400237    PRODUTO 5 DO CUPOM 046181                                                                           0002000UN 00000170000000000000000000000000000340T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461830372390017111500208    PRODUTO 1 DO CUPOM 046183                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461830372390027111200132    PRODUTO 2 DO CUPOM 046183                                                                           0001000UN 00000150000000000000000000000000000150T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461850372400017110701502    PRODUTO 1 DO CUPOM 046185                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461850372400027111400158    PRODUTO 2 DO CUPOM 046185                                                                           0001000UN 00000280000000000000000000000000000280T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461860372410017111200163    PRODUTO 1 DO CUPOM 046186                                                                           0001000UN 00000250000000000000000000000000000250T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461860372410027110704657    PRODUTO 2 DO CUPOM 046186                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461860372410037110901769    PRODUTO 3 DO CUPOM 046186                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461880372420017111500282    PRODUTO 1 DO CUPOM 046188                                                                           0001000UN 00000270000000000000000000000000000270F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461880372420027111200370    PRODUTO 2 DO CUPOM 046188                                                                           0001000UN 00000150000000000000000000000000000150T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461890372430017110802948    PRODUTO 1 DO CUPOM 046189                                                                           0002000UN 00000270000000000000000000000000000540T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461890372430027110802949    PRODUTO 2 DO CUPOM 046189                                                                           0001000UN 00000270000000000000000000000000000270T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461900372440017110901770    PRODUTO 1 DO CUPOM 046190                                                                           0001000UN 00000400000000000000000000000000000400T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461900372440027110708243    PRODUTO 2 DO CUPOM 046190                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461900372440037110220900    PRODUTO 3 DO CUPOM 046190                                                                           0001000UN 00000001000000000000000000000000000001T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461910372450017110704657    PRODUTO 1 DO CUPOM 046191                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461910372450027110901740    PRODUTO 2 DO CUPOM 046191                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461920372460017111400237    PRODUTO 1 DO CUPOM 046192                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461940372470017110708243    PRODUTO 1 DO CUPOM 046194                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461940372470027110901770    PRODUTO 2 DO CUPOM 046194                                                                           0001000UN 00000400000000000000000000000000000400T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461950372480017110220900    PRODUTO 1 DO CUPOM 046195                                                                           0001000UN 00000001000000000000000000000000000001T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461960372490017110706267    PRODUTO 1 DO CUPOM 046196                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461960372490027110802949    PRODUTO 2 DO CUPOM 046196                                                                           0001000UN 00000270000000000000000000000000000270T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461960372490037110901769    PRODUTO 3 DO CUPOM 046196                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461960372490047110220900    PRODUTO 4 DO CUPOM 046196                                                                           0001000UN 00000001000000000000000000000000000001T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461980372500017111400121    PRODUTO 1 DO CUPOM 046198                                                                           0001000UN 00000280000000000000000000000000000280T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462000372510017111400159    PRODUTO 1 DO CUPOM 046200                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462000372510027110901769    PRODUTO 2 DO CUPOM 046200                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462000372510037111200163    PRODUTO 3 DO CUPOM 046200                                                                           0001000UN 00000250000000000000000000000000000250T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462010372520017110704657    PRODUTO 1 DO CUPOM 046201                                                                           0002000UN 00000620000000000000000000000000001240T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462010372520027110704657    PRODUTO 2 DO CUPOM 046201                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462010372520037111400158    PRODUTO 3 DO CUPOM 046201                                                                           0002000UN 00000280000000000000000000000000000560T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462030372530017110901769    PRODUTO 1 DO CUPOM 046203                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462030372530027110704657    PRODUTO 2 DO CUPOM 046203                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462030372530037110220900    PRODUTO 3 DO CUPOM 046203                                                                           0003000UN 00000001000000000000000000000000000003T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462050372540017111500208    PRODUTO 1 DO CUPOM 046205                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462050372540027110701535    PRODUTO 2 DO CUPOM 046205                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462060372550017110701535    PRODUTO 1 DO CUPOM 046206                                                                           0002000UN 00000260000000000000000000000000000520T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462060372550027110701502    PRODUTO 2 DO CUPOM 046206                                                                           0002000UN 00000160000000000000000000000000000320T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462060372550037111400158    PRODUTO 3 DO CUPOM 046206                                                                           0002000UN 00000280000000000000000000000000000560T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462060372550047111400276    PRODUTO 4 DO CUPOM 046206                                                                           0001000UN 00000001000000000000000000000000000001T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462070372560017110701535    PRODUTO 1 DO CUPOM 046207                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
